,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
rqt_rotors,"('rqt_rotors', 1.0)","('tensorflow_ros_rqt', 0.7214311771219353)","('rqt_reconfigure', 0.7019803468921625)","('rqt_graph', 0.6897011045739954)","('rqt_logger_level', 0.668750621030649)","('rqt_robot_monitor', 0.6651630002155698)","('rqt_top', 0.661884304670294)","('tensorflow_ros', 0.6531662557938487)","('rqt_paramedit', 0.6418572185078001)","('rqt_action', 0.6182280805360342)","('rotors_joy_interface', 0.581876701580815)","('rotors_hil_interface', 0.566119354343996)","('rotors_gazebo', 0.5572313849732236)","('rqt_multiplot', 0.5536300807296083)","('rqt_bag', 0.5532177090882604)","('rqt_robot_plugins', 0.5449935927791082)","('rotors_description', 0.5324634699145202)","('rqt_shell', 0.5286583573512851)","('arni_rqt_overview_plugin', 0.5259907516729612)","('rqt_py_trees', 0.5062627974595677)"
grid_map_octomap,"('grid_map_octomap', 1.0)","('grid_map_ros', 0.8474498342952818)","('grid_map_core', 0.8405471462920694)","('voxel_grid', 0.8251319226515248)","('grid_map_cv', 0.8064102371093612)","('grid_map_demos', 0.7948860644129939)","('cost_map_demos', 0.7441227830722483)","('multirobot_map_merge', 0.7299053653838302)","('grid_map_visualization', 0.7268833690957335)","('grid_map_pcl', 0.707730198861608)","('cost_map_msgs', 0.6886351946957763)","('map_merger', 0.6748148353116135)","('cost_map_visualisations', 0.6526989197900952)","('octomap_server', 0.6464165571699978)","('ethzasl_gridmap_2d', 0.6097036560980921)","('grid_map_rviz_plugin', 0.5846895138005448)","('osm_cartography', 0.5760467757146418)","('map_server', 0.568096947514382)","('orne_maps', 0.5597329960888363)","('mrpt_map', 0.5363893707097225)"
smarthome_media_msgs_java,"('smarthome_media_msgs_java', 1.0)","('smarthome_light_msgs_java', 0.9967487295147212)","('smarthome_comm_msgs_java', 0.991883865663987)","('smarthome_network_wakeonlan', 0.8966123242879247)","('smarthome_heater_msgs', 0.8821003899779982)","('smarthome_network_zeroconf', 0.8785097799700798)","('smarthome_msgs', 0.850046253723716)","('smarthome_media_model', 0.75920013685516)","('smarthome_media_samsungtv_driver', 0.7151919129131497)","('lighting_msgs', 0.5467557864248276)","('rosjava_messages', 0.5233795312822602)","('zeroconf_msgs', 0.5122957471840096)","('gx_sound_msgs', 0.4879999919750573)","('rosjava', 0.47348654590381245)","('roseus_msgs', 0.4638757881909361)","('im_msgs', 0.45601302813907707)","('rosjava_dynamic_reconfigure', 0.4519236880594185)","('mongodb_store_msgs', 0.44340955164532736)","('kartech_linear_actuator_msgs', 0.4391629690111494)","('homer_mapnav_msgs', 0.42491785293383677)"
genrb,"('genrb', 1.0)","('gencpp', 0.9985386037225367)","('geneus', 0.9984670705717295)","('genjava', 0.954730551171053)","('genpy', 0.8945795876732295)","('std_srvs', 0.8336415603615926)","('clock_relay', 0.8093927781795645)","('genmsg', 0.7569722180165144)","('concert_service_link_graph', 0.685086471424438)","('alliance_msgs', 0.6590533968224009)","('delphi_esr_msgs', 0.6550057085015806)","('variant_msgs', 0.6409321118831628)","('json_msgs', 0.6339378056895626)","('bcap_service_test', 0.6149939196520201)","('rocon_service_pair_msgs', 0.6071808304935029)","('robotino_msgs', 0.6052219404075482)","('naoqi_msgs', 0.596928737250676)","('concert_service_admin', 0.587905203790399)","('json_prolog_msgs', 0.580887774195491)","('message_filters', 0.5704900921607606)"
concert_service_teleop,"('concert_service_teleop', 1.0)","('p2os_teleop', 0.7383540565117003)","('teleop_twist_joy', 0.7248753422398163)","('mouse_teleop', 0.7021414893713694)","('safe_teleop_stage', 0.690914499358288)","('b21_teleop', 0.6792294740683894)","('loki_teleop', 0.6679452417863175)","('concert_service_admin', 0.5988581996307777)","('key_teleop', 0.5863314636481171)","('rmp_teleop', 0.5821656855414439)","('joy_mouse', 0.5670533961818456)","('bwi_joystick_teleop', 0.5555459891572933)","('youbot_teleop', 0.5251070865073937)","('safe_teleop_pr2', 0.5228637286918583)","('concert_scheduling', 0.5123676307866248)","('concert_service_image_stream', 0.5050694452627421)","('safe_teleop_base', 0.49130025335308725)","('concert_service_link_graph', 0.4663983228634203)","('concert_qt_service_info', 0.4522406545863815)","('concert_services', 0.44221719440676055)"
fetch_navigation,"('fetch_navigation', 1.0)","('fetch_social_gaze', 0.7431725275002974)","('fetch_auto_dock_msgs', 0.69542473103668)","('fetch_pbd_interaction', 0.6919635585905098)","('fetch_description', 0.6589037696557026)","('fetch_driver_msgs', 0.6488713147327857)","('fetch_calibration', 0.6406405897945948)","('fetch_gazebo_demo', 0.6007698166113469)","('segbot_navigation', 0.584300207693639)","('fetch_arm_control', 0.578434462016142)","('pr2_navigation_global', 0.5701312388610209)","('fulanghua_navigation', 0.5603033431784068)","('social_navigation_layers', 0.5575825455349749)","('pr2_navigation_slam', 0.5516748940650841)","('pr2_navigation_perception', 0.5348194586637736)","('jsk_fetch_startup', 0.5318689728545112)","('gps_goal', 0.5273873556670824)","('yocs_navigator', 0.49617832916792715)","('nav2d', 0.4648082767551044)","('range_sensor_layer', 0.439441210168223)"
queue_web,"('queue_web', 1.0)","('ros_package_web_server', 0.8889134450213066)","('dji_sdk_web_groundstation', 0.8463202070912416)","('web_msgs', 0.8329954473970916)","('rqt_web', 0.7961718700649768)","('web_interface', 0.7933117480458127)","('depthcloud_encoder', 0.7756599530481014)","('ros_web_video', 0.6951589712036456)","('tornado', 0.6593196062187444)","('webui', 0.6407729874017922)","('op3_web_setting_tool', 0.6017921380686434)","('rospeex_webaudiomonitor', 0.5895015682667225)","('linksys_access_point', 0.5433864119220142)","('ddwrt_access_point', 0.513544024271348)","('oros_tools', 0.472714923269384)","('rosbridge_server', 0.3712961688633667)","('julius_ros', 0.35837602019708203)","('dji_sdk_dji2mav', 0.3556578015934506)","('dji_sdk_lib', 0.35081688087938145)","('access_point_control', 0.34701028577015114)"
imu_complementary_filter,"('imu_complementary_filter', 1.0)","('imu_pipeline', 0.6064040416576163)","('imu_compass', 0.5794002156047713)","('imu_monitor', 0.5756905651297138)","('imu_transformer', 0.5723613937431672)","('twistimu', 0.570816999270344)","('qb_device_srvs', 0.5598715097206421)","('qb_device_control', 0.5178915156374245)","('qb_device_description', 0.4972803662390065)","('qb_device_hardware_interface', 0.4878000239103433)","('libsensors_monitor', 0.47060058861677867)","('hector_imu_attitude_to_tf', 0.4649095354633752)","('qb_chain', 0.4578615415451275)","('schunk_simulated_tactile_sensors', 0.45174531456109834)","('cht10_node', 0.4504099925304266)","('korg_nanokontrol', 0.43966619421968023)","('warehouse_ros', 0.43669281280402483)","('cob_reflector_referencing', 0.43387476934651725)","('qb_chain_control', 0.42872155416529556)","('qb_hand_control', 0.4273770379834375)"
gripper_action_controller,"('gripper_action_controller', 1.0)","('pr2_gripper_action', 0.7046072469802619)","('cob_trajectory_controller', 0.6902838801884797)","('forward_command_controller', 0.6597188881248173)","('ackermann_controller', 0.6534775263190187)","('pr2_gripper_sensor_msgs', 0.6464714504702399)","('thormang3_action_editor', 0.6007952650069485)","('four_wheel_steering_controller', 0.5910705485589856)","('iai_pancake_perception_action', 0.5807778879974885)","('single_joint_position_action', 0.555692341126135)","('md49_base_controller', 0.5454706109187017)","('pr2_base_trajectory_action', 0.5163012851493723)","('widowx_arm_controller', 0.5035439891235847)","('gravity_compensation', 0.49795585382446594)","('cob_lookat_action', 0.48825439038344454)","('thormang3_action_script_player', 0.48165443327236646)","('aras_visual_servo_controller', 0.47771243875666447)","('bhand_controller', 0.4746657330801256)","('maggie_ir_controller_msgs', 0.4631524781638501)","('joint_trajectory_action_tools', 0.45823221901825095)"
ecto,"('ecto', 1.0)","('backports_ssl_match_hostname', 0.8350776941287141)","('rplidar_python', 0.8324007526304862)","('python-aniso8601', 0.8131145511499417)","('hypothesis', 0.7881995134300404)","('geodesy', 0.7872614075661756)","('rplidar_ros', 0.7845370229398593)","('catkin_virtualenv', 0.7814770576354934)","('unique_id', 0.7720891364465521)","('pyros_setup', 0.7591533498214674)","('rocon_python_redis', 0.7516990414333279)","('redis', 0.7125343976506648)","('rocon_python_utils', 0.7070912631767897)","('rosserial_xbee', 0.6724819990450734)","('python-pathtools', 0.6670515798667142)","('roslz4', 0.6565114501297902)","('rocon_semantic_version', 0.6065155879493687)","('python_ethernet_rmp', 0.5949414810704367)","('arbotix_python', 0.5814284289731402)","('pocketsphinx', 0.576654643444009)"
image_cb_detector,"('image_cb_detector', 1.0)","('stereo_image_proc', 0.7725559404290556)","('imagezero', 0.7516446529157371)","('screen_grab', 0.7217848217855815)","('compressed_depth_image_transport', 0.7199257016181392)","('dense_laser_assembler', 0.7154100069327045)","('imagesift', 0.7118750576619102)","('compressed_image_transport', 0.7021940816919853)","('imagezero_image_transport', 0.696288127053603)","('cob_image_flip', 0.6747212717536322)","('image_stream', 0.6646478474194233)","('ecto_image_pipeline', 0.6524154339936186)","('image_pipeline', 0.6495809176367598)","('video_stream_opencv', 0.6370141670275045)","('image_rotate', 0.6278506339491922)","('ros_http_video_streamer', 0.6262021199921194)","('depth_image_proc', 0.6013179408239011)","('checkerboard_detector', 0.5880783047986873)","('joint_states_settler', 0.5813697867550915)","('rc_genicam_api', 0.5517431832485478)"
yocs_keyop,"('yocs_keyop', 1.0)","('multikey_teleop', 0.6406463358941258)","('teleop_twist_joy', 0.5972603337969555)","('safe_teleop_stage', 0.5484450153727898)","('magni_teleop', 0.5401710531407622)","('b21_teleop', 0.5333220356338447)","('mouse_teleop', 0.5155452010828251)","('mr_teleoperator', 0.5120652210852559)","('loki_teleop', 0.4995741233474016)","('key_teleop', 0.4579656655178199)","('mr_tools', 0.4524619123820941)","('yocs_waypoints_navi', 0.45055247132839993)","('mr_rqt', 0.4386396563141651)","('jsk_teleop_joy', 0.4251509718590719)","('turtlebot_teleop', 0.40163098415269594)","('teleop_tools_msgs', 0.3860888522272843)","('lizi_robot', 0.37684826892692513)","('pr2_shield_teleop', 0.37398004963415876)","('pr2_teleop_general', 0.3691415600550967)","('pr2_teleop_app', 0.3642480649875566)"
manipulator_h_bringup,"('manipulator_h_bringup', 1.0)","('open_manipulator_dynamixel_ctrl', 0.8984087589325127)","('rh_p12_rn', 0.8632487785847266)","('open_manipulator_msgs', 0.8517832311296966)","('robotis_controller_msgs', 0.844070316784085)","('open_manipulator_with_tb3', 0.8317177120892671)","('thormang3_mpc', 0.828908036529349)","('manipulator_h_description', 0.8252526125329334)","('turtlebot3_bringup', 0.8175545921497189)","('thormang3_opc', 0.8036992323991128)","('turtlebot3', 0.7993349366931276)","('rh_p12_rn_base_module_msgs', 0.7984240276872512)","('thormang3_mpc_sensors', 0.7926688346640427)","('robotis_utility', 0.7891558196814333)","('rh_p12_rn_base_module', 0.7825027731931196)","('thormang3_common', 0.780412828468511)","('manipulator_h_manager', 0.7796268042791435)","('cm_740_module', 0.7777433143752935)","('open_manipulator', 0.7769200284089005)","('robotis_op3_msgs', 0.7744857046681413)"
pr2_make_a_map_app,"('pr2_make_a_map_app', 1.0)","('pr2_2dnav_slam', 0.8588138132850361)","('pr2_pan_tilt', 0.8141259979274419)","('pr2_counterbalance_check', 0.7949698569921763)","('pr2_props_app', 0.793861798268823)","('pr2_2dnav_local', 0.7928369445966956)","('pr2_sith', 0.7804721257505485)","('pr2_groovy_patches', 0.7440692651641672)","('pr2_motor_diagnostic_tool', 0.7318607958737544)","('pr2_plugs', 0.72925345335017)","('pr2_computer_monitor', 0.7125331205557766)","('pr2_position_scripts', 0.6892812161144796)","('pr2_tuck_arms_app', 0.678109263846253)","('pr2_ethercat', 0.6478991576072605)","('pr2_tuckarm', 0.6389965474292993)","('pr2_camera_synchronizer', 0.6153692254458153)","('pr2_common_actions', 0.6000712139662343)","('pr2_teleop_app', 0.578232067163618)","('pr2_gripper_sensor', 0.5703148741154793)","('pr2_plugs_common', 0.5643711965874745)"
robot_mechanism_controllers,"('robot_mechanism_controllers', 1.0)","('ethercat_trigger_controllers', 0.8625445411276627)","('effort_controllers', 0.7537118999503153)","('sr_mechanism_controllers', 0.7440859096607035)","('robot_controllers_msgs', 0.6705947029616154)","('open_industrial_ros_controllers', 0.6627793935792868)","('pr2_mechanism_controllers', 0.639720715136394)","('position_controllers', 0.6094854034460425)","('robot_controllers_interface', 0.5871206594398409)","('joint_qualification_controllers', 0.5629754652569489)","('controller_interface', 0.5399472699323756)","('pr2_controller_configuration', 0.5235424468805021)","('ros_realtime', 0.5091978917097467)","('sr_gui_change_controllers', 0.5038323444821114)","('arbotix_python', 0.49449683826794133)","('pr2_mechanism_model', 0.49233503893578745)","('ackermann_controller', 0.48488444367800754)","('yocs_safety_controller', 0.4752886974111513)","('sr_gui_controller_tuner', 0.45382678814900757)","('pr2_mechanism_msgs', 0.4454191326617718)"
simple_arm,"('simple_arm', 1.0)","('simple_grasping', 0.7528095440826723)","('flask_restful', 0.698674138658371)","('voice_text', 0.6462462551484887)","('laptop_battery_monitor', 0.608600635743544)","('simple_robot_control', 0.5894699443310907)","('kalman_filter', 0.582628677401606)","('concert_simple_scheduler', 0.5701519849192415)","('moveit_simple_grasps', 0.53692320525653)","('phantomx_reactor_arm', 0.5350333822658647)","('urdf2inventor', 0.5296785740796301)","('rapid_pbd', 0.5189395763580276)","('simple_navigation_goals_tutorial', 0.5063345153832637)","('marshmallow', 0.4870327955624896)","('ecl_math', 0.47190302561740305)","('mbf_simple_nav', 0.45950310912714176)","('linux_hardware', 0.4476279887376309)","('binpicking_simple_utils', 0.43858157672078946)","('pocketsphinx', 0.43623424366054664)","('ecl_sigslots', 0.4161103675387261)"
ir_trans_drivers,"('ir_trans_drivers', 1.0)","('maggie_ir_drivers', 0.9526270338673978)","('maggie_labjack_drivers', 0.9483342093528935)","('maggie_serial_comm_drivers', 0.9336857081867884)","('arbotix', 0.8720973045834131)","('phidgets_drivers', 0.7845114179614708)","('maggie_skills_msgs', 0.7256043761612843)","('maggie_rfid_msgs', 0.6752361051054276)","('astra_camera', 0.6507740320470803)","('softkinetic_camera', 0.5553057279505577)","('softkinetic', 0.5345388544549753)","('maggie_ir_controller_msgs', 0.4992960556552889)","('segbot_led', 0.4808400864442359)","('maggie_motor_controller_msgs', 0.4153272428619036)","('driver_base', 0.3823973804912114)","('phidgets_ir', 0.37263690083473233)","('katana_driver', 0.3389891279909797)","('shadow_robot_ethercat', 0.3180488896166851)","('soem', 0.29898128952852954)","('pr2_ethercat_drivers', 0.2914924856928034)"
neo_platformctrl_mecanum,"('neo_platformctrl_mecanum', 1.0)","('terarangerone', 0.7694908481350304)","('robot_activity', 0.742885009016197)","('twistimu', 0.7087238018156796)","('roswiki_node', 0.6962887801476484)","('fake_localization', 0.657862996920941)","('arni_processing', 0.6334228659860268)","('canopen_chain_node', 0.6014553488034118)","('um7', 0.5750428345097378)","('teraranger_array', 0.5661653318336392)","('loki_base_node', 0.5536171966121972)","('teraranger', 0.5483880988181493)","('ipa_canopen_ros', 0.532575791949529)","('libsensors_monitor', 0.5102039019423511)","('applanix_bridge', 0.5068766784458281)","('arni_msgs', 0.49298288654525524)","('roomba_stage', 0.4796446093455431)","('node_manager_fkie', 0.47271699770623954)","('razer_hydra', 0.46084730138284047)","('ueye_cam', 0.4580624561238952)"
checkerboard_pose_estimation,"('checkerboard_pose_estimation', 1.0)","('visual_pose_estimation', 0.9889597408834788)","('head_pose_estimation', 0.9260489157770335)","('tuw_marker_pose_estimation', 0.9127363535589805)","('ar_sys', 0.8754145845028809)","('hector_pose_estimation', 0.8375553800300704)","('pose_cov_ops', 0.7921486081379214)","('hector_pose_estimation_core', 0.7659901643719561)","('aruco', 0.7245399804645061)","('graft', 0.7175502310788053)","('aruco_mapping', 0.5913918660449977)","('tuw_ellipses', 0.5788845865971539)","('rqt_pose_view', 0.5606190118996461)","('yocs_ar_pair_tracking', 0.5251704743466403)","('camera_pose_calibration', 0.47340272850012555)","('posedetection_msgs', 0.4537686604391957)","('evarobot_pose_ekf', 0.4249029648065865)","('tuw_aruco', 0.41235931851955065)","('aruco_detect', 0.3987881681830585)","('yocs_ar_pair_approach', 0.36864513779084396)"
kobuki_safety_controller,"('kobuki_safety_controller', 1.0)","('kobuki_auto_docking', 0.8830045759971984)","('kobuki_capabilities', 0.8794068145181096)","('kobuki_rapps', 0.8715838061999976)","('kobuki_random_walker', 0.8414040619307319)","('kobuki_softnode', 0.839513734681278)","('kobuki_bumper2pc', 0.8295333468548117)","('kobuki_testsuite', 0.8055556706528493)","('kobuki_dashboard', 0.7444040734269157)","('kobuki_qtestsuite', 0.6686214347572342)","('kobuki_description', 0.6437771004425725)","('kobuki_gazebo', 0.6246030757097988)","('kobuki_arm', 0.6230197343390783)","('kobuki', 0.5683857058526477)","('roch_safety_controller', 0.5488072743013165)","('yocs_safety_controller', 0.5055240876458094)","('ackermann_controller', 0.4526732560967496)","('roomba_stage', 0.4431236914207448)","('neo_platformctrl_diff', 0.42958368539489866)","('cob_canopen_motor', 0.4198612904443375)"
